,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
266,266,266,conflict,sub01,-15.0,2.173137656216966,-0.20328947267119957,2.1104984444124772,0.4102393400595713,2-6-8,2.11-0.41,-0.0188857177359175,-0.0413173320998171,-0.0098272396119876,0.05199086103490025,2.0866702500737304,-0.7297044904756889,126,True,2.129
270,270,270,conflict,sub04,-15.0,1.7364965260306815,1.0402935041396746,1.8031417210826617,1.1709739252823081,0-7-8,1.8-1.17,-0.0396862160034965,-0.0016012827156188,-0.0438889885826951,-0.06321114425072194,1.647693978515765,0.5721189997750492,150,True,1.843
272,272,272,conflict,sub16,-15.0,-2.1610304347763734,0.8312329366217593,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,-0.0331780030156534,-0.0607095953588132,-0.061040201551161,0.06842709555112292,-1.9411501111599097,-0.4553885247472716,154,True,-2.077
273,273,273,conflict,sub03,-15.0,2.260919463253017,0.14600377280731391,2.1104984444124772,0.4102393400595713,2-4-8,2.11-0.41,-0.0091691526607218,-0.0537791287838577,0.1103613680739343,0.04979719315723119,2.631287002670706,-0.4861724422566138,136,True,2.12
276,276,276,conflict,sub16,-15.0,-1.8355426378520163,0.7574459230683454,-2.1104984444124772,0.4102393400595714,3-6-8,-2.11-0.41,0.0262066536712085,0.1497915227980849,0.0956062917210277,0.04506559474169802,-1.9641863803360555,-0.4543003997420245,131,True,-2.137
277,277,277,conflict,sub02,-15.0,-2.177098897520561,0.9306075461063036,-2.1104984444124772,0.4102393400595714,3-6-8,-2.11-0.41,-0.0241036308853687,0.0296240355233412,0.0574423145836382,0.031066024347186638,-2.1130141806721445,-0.7845700425310163,132,True,-2.086
279,279,279,conflict,sub17,-15.0,-1.4997738688612852,0.13146607524100562,-2.1104984444124772,0.4102393400595714,3-5-8,-2.11-0.41,-0.016217987250937,0.0544094966413169,-0.0393774029793794,-0.00957739587071993,-1.7303850369026874,-0.6405076606418787,126,True,-2.094
284,284,284,conflict,sub16,-15.0,1.6794877106435795,0.8795117194590376,1.8031417210826617,1.1709739252823081,0-4-8,1.8-1.17,-0.053697966136405,0.0501855041424357,0.0388358328254272,0.11051475435689473,1.5730719568029636,0.4082880690637166,121,True,1.857
288,288,288,conflict,sub13,-15.0,1.9074200350797064,0.7710568620067096,1.8031417210826621,1.1709739252823081,0-7-8,1.8-1.17,0.0638194376236948,-0.0119285097097392,-0.0446758140989506,0.11249492923435378,1.7511983107112574,0.6891251728676391,141,True,1.739
290,290,290,conflict,sub11,-15.0,2.308908393841617,0.7401012373736552,1.8031417210826617,1.1709739252823081,0-5-8,1.8-1.17,0.2958611557204621,0.0109364777119922,-0.0881722779310124,0.016425307742308326,1.877043897722308,0.728714773390535,146,True,1.507
